line,type,a,b,c
160,CNE,-0.10519874145004302,0.0,-344.092
161,CNE,-0.028304447488102978,0.0,344.092
161,CNE,-0.028304447488102978,0.0,-344.092
162,CNE,-0.01698748600169688,0.0,344.092
162,CNE,-0.01698748600169688,0.0,-344.092
163,CNE,0.0014009547259093407,0.0,344.092
163,CNE,0.0014009547259093407,0.0,-344.092
164,CNE,-0.006477605412018141,0.0,344.092
164,CNE,-0.006477605412018141,0.0,-344.092
165,CNE,0.00041036471817283124,0.0,344.092
165,CNE,0.00041036471817283124,0.0,-344.092
166,CNE,-0.034280953753232306,0.0,344.092
166,CNE,-0.034280953753232306,0.0,-344.092
167,CNE,-0.02461404310929609,0.0,344.092
167,CNE,-0.02461404310929609,0.0,-344.092
168,CNE,-0.03428094980179781,0.0,344.092
168,CNE,-0.03428094980179781,0.0,-344.092
169,CNE,0.014403364095932451,0.0,344.092
169,CNE,0.014403364095932451,0.0,-344.092
170,CNE,0.0,-0.23513103010891315,1253.175
170,CNE,0.0,-0.23513103010891315,-1253.175
171,CNE,0.0,0.01518079284591258,344.092
171,CNE,0.0,0.01518079284591258,-344.092
172,CNE,0.0,0.0,344.092
172,CNE,0.0,0.0,-338.82404411047594
173,CNE,0.0,0.0,344.092
173,CNE,0.0,0.0,-344.092
174,CNE,0.0,0.0,344.092
174,CNE,0.0,0.0,-344.092
175,CNE,0.0,0.0,344.092
175,CNE,0.0,0.0,-344.092
176,CNE,0.0,0.0,344.092
176,CNE,0.0,0.0,-344.092
177,CNE,0.0,0.0,344.092
177,CNE,0.0,0.0,-344.092
178,CNE,0.0,0.0,344.092
178,CNE,0.0,0.0,-344.092
179,CNE,0.0,0.0,344.092
179,CNE,0.0,0.0,-344.092
180,CNE,0.0,0.0,344.092
180,CNE,0.0,0.0,-277.85031427894336
181,CNE,0.0,0.0,344.092
181,CNE,0.0,0.0,-344.092
182,CNE,0.0,0.0,344.092
182,CNE,0.0,0.0,-311.83427415553535
183,CNE,0.0,0.0,344.092
183,CNE,0.0,0.0,-220.15734918922777
184,CNE,0.0,0.0,344.092
184,CNE,0.0,0.0,-154.9894739228656
185,CNE,0.0,0.0,344.092
185,CNE,0.0,0.0,-178.93234918922724
186,CNE,0.005194265268828226,0.0,344.092
186,CNE,0.005194265268828226,0.0,-344.092
187,CNE,0.0,0.0,239.68886120064946
187,CNE,0.0,0.0,-344.092
188,CNE,-0.1115479389475899,0.0,344.092
188,CNE,-0.1115479389475899,0.0,5.311065797857225
189,CNE,-0.281307725498742,0.0,344.092
189,CNE,-0.281307725498742,0.0,-221.5995185240418
190,CNE,0.003444115069717235,0.0,344.092
190,CNE,0.003444115069717235,0.0,-344.092
191,CNE,0.0,0.0,199.46064110443706
191,CNE,0.0,0.0,-344.092
192,CNE,-0.15450241653228344,0.0,344.092
192,CNE,-0.15450241653228344,0.0,-304.025307735693
193,CNE,0.0360103421708379,0.0,344.092
193,CNE,0.0360103421708379,0.0,-344.092
194,CNE,0.2549522922289067,0.0,234.08981354417443
194,CNE,0.2549522922289067,0.0,-344.092
195,CNE,0.0,0.0,344.092
195,CNE,0.0,0.0,-344.092
196,CNE,0.0,0.0,285.2711986863725
196,CNE,0.0,0.0,-344.092
197,CNE,0.0,0.0,285.2711986863725
197,CNE,0.0,0.0,-344.092
198,CNE,0.0,0.0,344.092
198,CNE,0.0,0.0,-316.3075903401587
199,CNE,0.0,0.0,344.092
199,CNE,0.0,0.0,-328.14896735352556
200,CNE,0.005525492841493082,0.0,344.092
200,CNE,0.005525492841493082,0.0,-344.092
201,CNE,0.005525492841493082,0.0,344.092
201,CNE,0.005525492841493082,0.0,-344.092
202,CNE,0.015321859830864808,0.0,344.092
202,CNE,0.015321859830864808,0.0,-344.092
203,CNE,0.015321859830864808,0.0,344.092
203,CNE,0.015321859830864808,0.0,-344.092
204,CNE,0.0,0.0,344.092
204,CNE,0.0,0.0,-344.092
205,CNE,0.0,0.017599017538129768,10.529436171081386
205,CNE,0.0,0.017599017538129768,-344.092
206,CNE,-0.026183635635464053,0.0,344.092
206,CNE,-0.026183635635464053,0.0,-344.092
207,CNE,0.0,0.0,344.092
207,CNE,0.0,0.0,-344.092
208,CNE,0.0,0.0,344.092
208,CNE,0.0,0.0,-344.092
209,CNE,0.0,0.0,344.092
209,CNE,0.0,0.0,-344.092
210,CNE,0.0,0.0,344.092
210,CNE,0.0,0.0,-344.092
211,CNE,0.0,0.017599017538129768,10.529436171081386
211,CNE,0.0,0.017599017538129768,-344.092
212,CNE,-0.026183635635464053,0.0,344.092
212,CNE,-0.026183635635464053,0.0,-344.092
213,CNE,0.0,-0.015180792845913279,344.092
213,CNE,0.0,-0.015180792845913279,-344.092
214,CNE,0.0,0.019353631558288627,344.092
214,CNE,0.0,0.019353631558288627,-344.092
215,CNE,0.0,0.0,344.092
215,CNE,0.0,0.0,-344.092
216,CNE,0.0,0.0,344.092
216,CNE,0.0,0.0,-344.092
217,CNE,0.0,0.0,344.092
217,CNE,0.0,0.0,-344.092
218,CNE,0.0,0.0,344.092
218,CNE,0.0,0.0,-344.092
219,CNE,-0.10519881254756414,0.0,344.092
219,CNE,-0.10519881254756414,0.0,-344.092
220,CNE,0.015231150922040975,0.0,1253.175
220,CNE,0.015231150922040975,0.0,-1253.175
221,CNE,0.0,-0.24108660575643168,1253.175
221,CNE,0.0,-0.24108660575643168,-1253.175
222,CNE,0.0,0.0,1253.175
222,CNE,0.0,0.0,-1253.175
223,CNE,0.0,-0.2145257138821456,1253.175
223,CNE,0.0,-0.2145257138821456,-1253.175
224,CNE,-0.006013498537327788,0.0,344.092
224,CNE,-0.006013498537327788,0.0,-344.092
225,CNE,0.0021418529785421723,0.0,344.092
225,CNE,0.0021418529785421723,0.0,-344.092
226,CNE,0.0,0.0,1060.2141241025115
226,CNE,0.0,0.0,-1253.175
227,CNE,0.0,0.0,1253.175
227,CNE,0.0,0.0,-1253.175
228,CNE,0.0,0.0,1253.175
228,CNE,0.0,0.0,-1253.175
229,CNE,0.0014716285233280196,0.0,344.092
229,CNE,0.0014716285233280196,0.0,-344.092
230,CNE,-0.0037257245533362554,0.0,344.092
230,CNE,-0.0037257245533362554,0.0,-344.092
231,CNE,0.016240961473349916,0.0,1253.175
231,CNE,0.016240961473349916,0.0,-1253.175
232,CNE,-0.13900402279909974,0.0,1253.175
232,CNE,-0.13900402279909974,0.0,-1253.175
233,CNE,-0.032771131535010725,0.0,1253.175
233,CNE,-0.032771131535010725,0.0,-1253.175
234,CNE,0.0,0.0,344.092
234,CNE,0.0,0.0,-325.90992194984926
235,CNE,0.0,0.25072029944495333,1253.175
235,CNE,0.0,0.25072029944495333,-1253.175
236,CNE,0.0,0.0,344.092
236,CNE,0.0,0.0,-344.092
237,CNE,0.0,-0.22874877336126972,1253.175
237,CNE,0.0,-0.22874877336126972,-1253.175
238,CNE,0.0,0.0,344.092
238,CNE,0.0,0.0,-344.092
239,CNE,0.0,0.008129072919633428,344.092
239,CNE,0.0,0.008129072919633428,-344.092
240,CNE,0.0,0.00812907291963343,344.092
240,CNE,0.0,0.00812907291963343,-344.092
241,CNE,-0.11050589284606546,0.0,344.092
241,CNE,-0.11050589284606546,0.0,-344.092
242,CNE,0.03927319835550299,0.0,294.73471868174784
242,CNE,0.03927319835550299,0.0,-344.092
243,CNE,0.0004103647181753396,0.0,344.092
243,CNE,0.0004103647181753396,0.0,-344.092
244,CNE,0.0,0.0,269.12234918923366
244,CNE,0.0,0.0,-344.092
245,CNE,-0.03601035813659816,0.0,344.092
245,CNE,-0.03601035813659816,0.0,-344.092
246,CNE,-0.0034441150697167924,0.0,344.092
246,CNE,-0.0034441150697167924,0.0,-344.092
247,CNE,-0.11050581281020742,0.0,344.092
247,CNE,-0.11050581281020742,0.0,-344.092
248,CNE,-0.034943830728514605,0.0,1253.175
248,CNE,-0.034943830728514605,0.0,-1253.175
321,NTC,1.0,0.0,1500.0
321,NTC,1.0,0.0,-1500.0
325,NTC,0.0,1.0,1500.0
325,NTC,0.0,1.0,-1500.0
301,NTC,1.0,0.0,200.0
301,NTC,1.0,0.0,-200.0
301,NTC,0.0,1.0,200.0
301,NTC,0.0,1.0,-200.0
126,NTC,0.0,1.0,200.0
126,NTC,0.0,1.0,-200.0
187,NTC,1.0,0.0,200.0
187,NTC,1.0,0.0,-200.0
