cost_generation,cost_redispatch,total_cost
345562.79942078935,-24132.738260012917,321430.0611607764
337021.3048228618,-25767.14692309566,311254.1578997661
347620.23451790866,-24421.868678185903,323198.36583972274
354317.222669976,-23384.629122846993,330932.593547129
371586.0723330121,-21092.130471352466,350493.94186165964
377327.57728279533,-21287.973915701696,356039.60336709366
398949.26029330626,-22327.363075517234,376621.897217789
392398.6971664973,-20964.789526491248,371433.90764000604
432817.85887429846,-24518.687080398566,408299.1717938999
460633.9447095234,-28288.210182067898,432345.7345274555
447470.0754401317,-27032.530306430093,420437.54513370164
425818.4073938455,-24796.51259563651,401021.89479820896
401163.37727036304,-23070.436791594206,378092.94047876884
338323.5193973447,-24691.361047771006,313632.15834957367
267949.16369974596,-13429.627294865744,254519.5364048802
225926.14152091157,-8548.813758739036,217377.32776217253
219251.998798326,-8187.831539038858,211064.16725928715
212429.9116648385,-9313.572808364857,203116.33885647362
216032.7127758623,-11253.467520351809,204779.2452555105
235276.4546941191,-15740.67795038211,219535.776743737
269378.60094550136,-20823.348701311363,248555.25224419
392785.4727376834,-35654.30891982205,357131.16381786135
470948.7024064686,-31096.12553936785,439852.5768671008
458668.6359090844,-14438.220924808302,444230.4149842761
413536.3566021535,-5097.777070763768,408438.57953138975
409129.91048693715,-16830.60284023242,392299.3076467047
393778.0201148797,-8784.940094469632,384993.08002041007
380952.2781319753,779.3573833025257,381731.63551527786
389097.6594072386,529.3993850813022,389627.0587923199
391733.9700348942,999.7087364883382,392733.67877138255
409345.5423274212,559.8443442407947,409905.386671662
416790.7265676097,653.5386926544679,417444.26526026416
448552.2360049015,-4172.802987296404,444379.4330176051
469561.00807554903,-12935.859247331917,456625.1488282171
437170.0519059648,-19692.776801083543,417477.27510488126
397256.1285287658,-21536.251286869552,375719.87724189623
356729.15486332774,-25248.597326510928,331480.5575368168
314461.66153213574,-23153.62007849465,291308.0414536411
249704.54492760482,-9232.424715890733,240472.1202117141
211186.6192294207,-6190.986637663171,204995.63259175752
179233.09165164587,11418.155911330137,190651.247562976
170420.97645879549,8947.384128351163,179368.36058714666
172213.4511939421,7998.870045922624,180212.32123986474
177329.81375308914,6015.262169555263,183345.0759226444
210982.99935192862,-6398.441196417318,204584.5581555113
293901.1744573085,-19973.29736204333,273927.87709526514
357016.18003983254,-23651.718292879712,333364.46174695285
361405.0440784116,-22947.226281855663,338457.81779655593
345792.47016309516,-24343.57729080513,321448.89287229005
337426.00817885523,-25084.753969656664,312341.2542091986
322786.7157546571,-23591.437834291744,299195.2779203654
315389.5414332896,-22666.071996383038,292723.46943690657
309423.0246970675,-22038.675055017287,287384.3496420502
310993.66531014116,-22249.2671525218,288744.39815761935
326281.58857681823,-24345.281638769087,301936.30693804915
322612.38181527366,-23636.446385719533,298975.93542955414
343657.02715669206,-23581.469791933458,320075.55736475857
369372.9594998338,-20037.48991174162,349335.4695880922
355486.19596857455,-21992.878251996233,333493.3177165783
306723.2721421912,-21667.253610719705,285056.0185314715
289204.6920511517,-19168.595642453474,270036.09640869824
262656.0434326087,-12596.816566401829,250059.22686620688
227217.747364018,-9173.664366724099,218044.0829972939
191548.65172128336,-7663.832991544169,183884.8187297392
175993.35123906715,-7743.436526807905,168249.91471225925
174333.53650143393,-7655.222692960563,166678.31380847338
178209.53577102828,-7417.714583294206,170791.82118773408
192590.02170878064,-7068.676468957442,185521.3452398232
195699.98775443618,7773.736168986917,203473.7239234231
296784.3979969194,-22935.955248240632,273848.4427486788
359626.2117542862,-27759.20150343941,331867.0102508468
415595.6709106305,-27649.479435353496,387946.191475277
385112.1708292337,-19646.162663282612,365466.0081659511
397343.42374132393,-20120.476598906484,377222.9471424174
405110.68546690524,-21732.202177478917,383378.4832894263
393425.87951072876,-25046.549841889664,368379.3296688391
384254.02631015907,-22755.09453169961,361498.93177845946
377374.375961566,-19775.632647771985,357598.743313794
393950.05917652475,-19666.891584698533,374283.16759182623
415379.9934418181,-22712.06602858723,392667.9274132309
465146.95154817303,-29130.617840615705,436016.33370755735
479294.0630819909,-29409.70472857469,449884.35835341626
436625.3790097786,-22637.769051760773,413987.6099580178
384435.722290628,-19803.86815480348,364631.85413582454
358063.1926560345,-31612.683311979767,326450.50934405474
321894.27259565814,-28313.704483628215,293580.5681120299
253642.70493176565,-11213.983246014504,242428.72168575114
204211.3990383233,-6535.116926854237,197676.28211146905
180818.1789562569,-7274.418277847746,173543.76067840913
165050.7132348664,-7680.288663688121,157370.42457117827
160031.25987536152,-7908.303340949984,152122.95653441153
157828.37731299983,-7909.520948706952,149918.85636429288
145956.9040947505,-8128.428551490629,137828.47554325988
141174.52093310407,-8384.885993314925,132789.63493978913
156811.7019588373,-8428.6654633848,148383.0364954525
177807.1568798237,-8537.851745215277,169269.30513460844
197586.85724608053,-8498.60643807698,189088.25080800356
198974.31577538373,-8607.819551184137,190366.4962241996
192228.0653258665,-8830.00968835318,183398.05563751335
186647.60174459702,-8919.825037480052,177727.77670711698
176708.97289228515,-8971.937349139118,167737.03554314602
178249.01436361222,-8828.502362683354,169420.51200092887
182068.43325730023,-8708.992270958308,173359.4409863419
191119.68727888094,-8577.244815162576,182542.44246371835
213826.60048231794,-7922.962724244847,205903.6377580731
238730.3706746208,-10831.48386846625,227898.88680615454
215267.38270127826,-7829.815695309784,207437.56700596848
186632.1490064994,-8545.53410169319,178086.61490480622
179697.7026135094,-8605.671339435225,171092.0312740742
173804.20787853748,-8671.589651101593,165132.6182274359
149010.67780984423,-8984.980244439601,140025.69756540464
116382.91711390177,-9563.224565663191,106819.69254823859
96648.24724958805,-7995.96877364969,88652.27847593836
89426.5045247724,-8183.379660598101,81243.1248641743
84394.02490485553,-8234.925701656299,76159.09920319924
79254.79311294909,-8243.44082605238,71011.35228689671
72325.38224496706,-7213.918362825631,65111.46388214143
65546.85509667495,-6031.015175245547,59515.8399214294
76072.82273528555,-7692.651395567371,68380.17133971817
102801.99191780075,-7982.572444505482,94819.41947329527
133932.5255197195,-8839.040566134729,125093.48495358476
159243.16172337625,-8499.288740919288,150743.87298245696
184079.89001371732,-8160.7190242789975,175919.1709894383
197478.64273155847,-7903.286936509926,189575.35579504856
190717.9784481506,-7906.989091250484,182810.9893569001
188902.09801952442,-7697.917564661024,181204.1804548634
193526.3996206928,-7306.792139734899,186219.6074809579
203815.56880497374,-6641.857974202419,197173.7108307713
262115.83634865875,-10933.8129326863,251182.02341597245
307040.98588522954,-17957.285231133224,289083.7006540963
292062.49038941966,1984.8028271082815,294047.29321652796
265450.81304805406,7892.36080742898,273343.173855483
264176.1921072768,7778.447912607116,271954.6400198839
267369.2882803012,7479.23297151256,274848.52125181374
220858.94831688172,8292.811580859498,229151.75989774123
191213.08630882218,11527.872812681906,202740.9591215041
180657.0269989577,9989.660327056676,190646.6873260144
178388.5086902001,7809.442340488825,186197.95103068894
192309.15459206532,5857.028013420636,198166.18260548596
219047.31144603295,5302.533039683717,224349.84448571666
290124.29763683135,2922.6126535070907,293046.91029033845
503784.630780053,-589.623349854106,503195.0074301989
671034.0690412709,-2911.8706843831296,668122.1983568878
708800.3082274686,-970.6331770089373,707829.6750504597
687270.5466853133,-406.60201793881265,686863.9446673745
678967.5208638019,-622.5200074526515,678345.0008563492
659411.4964794691,-914.6250565535643,658496.8714229156
629275.1008156479,-1353.733582313252,627921.3672333346
565709.3793315407,-1201.392188692415,564507.9871428482
484642.0885787333,-3870.013851134576,480772.07472759875
477485.27481185907,-21555.43887238082,455929.83593947825
452463.6379816479,-25732.190851345553,426731.4471303024
462068.6358256162,-28902.86691718063,433165.76890843554
474345.9083469001,-23396.069313496235,450949.83903340384
435118.62123746733,-5036.246220506453,430082.3750169609
402683.5288070335,-475.65927974301985,402207.86952729046
388878.6587933558,-126.61054345447906,388752.04824990133
366521.0686362989,-1944.5099028849718,364576.5587334139
304857.558776682,1418.6943773109283,306276.25315399293
260711.47553388035,7097.586476414629,267809.062010295
236768.95603084256,7531.368729102824,244300.3247599454
230370.16659005615,7723.260602008277,238093.42719206444
233083.6929233195,7912.786638929937,240996.47956224944
240796.0112811308,8296.400888365344,249092.41216949615
285944.42273532954,5482.386173893458,291426.808909223
440129.80748229235,-47.56674231799923,440082.24073997437
570000.0974672171,-155.32631385223834,569844.7711533649
532208.0425567271,-701.1605948212607,531506.8819619059
467709.6195715779,-198.76480105958217,467510.8547705183
446563.61035011284,634.3836174571061,447197.99396756996
436895.14668989414,1085.1531954331058,437980.29988532723
466898.7526715764,1740.1637887324096,468638.9164603088
487052.3247267289,1751.1528919102855,488803.4776186392
481348.2177193618,1682.7043324186538,483030.9220517805
492382.4905265038,1760.566085620008,494143.05661212385
551148.6332740608,1695.187632243895,552843.8209063046
595075.6956061935,-227.53308746288837,594848.1625187306
631306.4350759693,-576.0281405527874,630730.4069354165
554401.0609481089,184.1576997702687,554585.2186478792
461783.62756900635,339.53944748773597,462123.1670164941
419924.56982112105,2310.4839545653854,422235.0537756864
382698.49583265936,3344.5127538391453,386043.0085864985
304888.6894947962,624.1545235494452,305512.84401834564
