cost_generation,cost_redispatch,total_cost
281874.4269859779,-19060.273090438397,262814.1538955395
295088.6171158128,-21943.481500626986,273145.1356151858
293679.5504494581,-21624.39042256422,272055.1600268939
298304.85054882045,-22463.903979775736,275840.9465690447
299161.98658785835,-22466.00975217322,276695.97683568514
307981.9612151916,-22705.366877852724,285276.5943373389
305312.5246331938,-22388.847759767246,282923.67687342654
337584.23205111275,-25482.797595351756,312101.434455761
336470.7095840509,-25324.647657172507,311146.0619268784
307193.9677912752,-22281.684270124675,284912.28352115053
267647.67424520757,-14863.518560032195,252784.15568517538
236884.56064676357,-10758.624874248735,226125.93577251484
196974.74995641803,-8542.707684501618,188432.0422719164
153115.1116403787,-9070.762195826406,144044.34944455227
113331.96482065761,-9782.821664373452,103549.14315628416
100900.0107446097,-8000.992212063345,92899.01853254635
98923.02381313902,-8029.988095169819,90893.03571796921
104463.14732794186,-8623.618725098195,95839.52860284367
122717.3583262036,-9465.921772376369,113251.43655382722
151767.38705300874,-9078.77086135756,142688.61619165118
237878.85138762038,-10902.1608549511,226976.69053266928
314678.87564890936,-24054.37098770186,290624.5046612075
351951.16231470695,-38711.36791452452,313239.79440018244
329071.2020515952,-11902.793506422404,317168.4085451728
332389.86890498677,-12263.19507793516,320126.6738270516
320755.2941043371,-20990.330036759486,299764.9640675776
313272.95662145474,0.0,313272.95662145474
317149.7548759316,0.0,317149.7548759316
309718.8870717228,0.0,309718.8870717228
308185.7830456383,0.0,308185.7830456383
310635.06238303,-23383.52671655062,287251.5356664794
347072.8493866791,-25500.489619547352,321572.3597671318
351046.34380972787,-24961.521258822417,326084.82255090546
327114.08567550994,-25665.118504607944,301448.967170902
288206.8433261538,-20089.477300162944,268117.36602599086
270163.34426973347,-15539.767620172759,254623.5766495607
236665.33433880197,-10570.75222150793,226094.58211729405
176364.71168597357,-8584.508361021279,167780.20332495228
136486.54524448843,-9051.67876472099,127434.86647976744
117613.11363270426,-9426.651127929044,108186.46250477522
114683.60203728695,-9542.668007154454,105140.9340301325
117500.47827520239,-9484.590138694297,108015.88813650809
128302.72574099991,-9235.715219348122,119067.0105216518
149940.72766288073,-9000.894775981971,140939.83288689877
214835.66446615846,-7853.259953617987,206982.40451254047
282225.56787209166,-18894.281678908003,263331.2861931837
302940.94887383294,-23024.262587370027,279916.68628646294
277826.83073682996,-18116.52059077354,259710.3101460564
274952.6647002198,-17518.225378356732,257434.4393218631
269559.02853042627,-16165.064879687583,253393.96365073867
267480.9722178167,-15593.239878580069,251887.73233923662
286837.8313724389,-20663.538297265113,266174.29307517374
290261.8829232011,-21120.456136702345,269141.42678649875
313302.2356864846,-23906.472339228392,289395.76334725623
333735.487596169,-26475.936753226895,307259.5508429421
362175.9141134934,-23037.646879824526,339138.2672336689
353191.79020220274,-24297.80365854428,328893.9865436585
329259.0293494556,-25763.663811993447,303495.3655374622
283906.99554056436,-19057.625727401053,264849.3698131633
276062.72833174316,-17038.910075007145,259023.818256736
229565.68052774214,-10116.182929028979,219449.49759871315
174784.85060627697,-8552.708908921584,166232.1416973554
133976.97915137792,-9025.93249240922,124951.0466589687
115880.02481040977,-9416.106634865593,106463.91817554418
108860.86509397326,-9162.914407789383,99697.95068618387
111870.88072257141,-9612.508735589228,102258.37198698218
116121.51421716313,-9508.8308930194,106612.68332414373
126581.6187681093,-9267.142320850458,117314.47644725884
187954.5809252835,-8584.799751874394,179369.78117340908
242224.1402958384,-11078.073373632258,231146.06692220614
250474.8336281625,-11701.86931263441,238772.9643155281
221293.06666499775,-9264.267315452673,212028.79934954506
214337.5227754498,-8387.611759130576,205949.9110163192
209465.26678720574,-8616.06686153107,200849.19992567468
208105.5104942624,-8672.259821584164,199433.25067267823
219751.38312706118,-9108.579014672434,210642.80411238875
220189.69805190482,-9076.17007469386,211113.52797721096
221344.37588055502,-9127.547439175012,212216.82844138
241764.06768052708,-10976.27654246934,230787.79113805774
285881.5831193456,-19516.057200058716,266365.5259192869
294907.591328495,-21278.146485826353,273629.44484266866
275796.3681195509,-16902.47994475757,258893.88817479336
246439.99581589072,-10978.474962744505,235461.5208531462
233887.05698448248,-10308.185680687699,223578.8713037948
205864.18297071458,-7987.276945827203,197876.90602488737
161435.69764696277,-8828.78426085213,152606.91338611065
121796.64296019662,-9434.959594207314,112361.6833659893
103580.88172289079,-8440.751150215197,95140.13057267558
97633.02572627013,-8070.272772271463,89562.75295399867
105544.9155221182,-8811.87290559829,96733.04261651992
115888.62767488205,-9698.198222356685,106190.42945252536
131297.36775958218,-9246.09514040031,122051.27261918187
208168.66867935614,-7884.605268826285,200284.06341052987
280184.985804863,-17749.225324042538,262435.76048082043
310106.0879204166,-22119.470557912,287986.6173625046
306856.0417974352,-21767.83154703168,285088.2102504035
306666.3911287105,-21701.14665991731,284965.24446879316
312152.30083651195,-22157.272848541717,289995.0279879702
316276.7276309247,-22465.155342029517,293811.5722888952
314495.96347631724,-21894.65369930838,292601.30977700884
314557.8592555912,-21460.7863517753,293097.0729038159
326855.8345804939,-23080.418795944923,303775.41578454897
351183.1847150535,-20198.942405184076,330984.2423098694
402886.42589577014,-20236.614498519557,382649.81139725057
389866.1154831567,-20363.707465393512,369502.40801776317
342005.7923952744,-23914.54780372411,318091.24459155026
287573.3123819924,-19193.273324811875,268380.0390571805
261427.90796183102,-12421.5482147514,249006.3597470796
256269.5110464209,-10679.572280436974,245589.9387659839
211988.80614932845,-6647.3031355522635,205341.50301377618
183332.06217598438,-7094.216337863707,176237.84583812067
172124.09760605142,-7081.5629915431455,165042.53461450827
149660.71699617754,-7627.159805252323,142033.5571909252
132634.97821086776,-8276.923132704387,124358.05507816338
122391.01678147097,-8774.823692397442,113616.19308907352
109160.41007171285,-9083.372316392422,100077.03775532043
112999.89529469788,-9442.148315641578,103557.7469790563
142682.50796610516,-8743.092363374819,133939.41560273033
177296.71017639607,-8106.614529388813,169190.09564700726
211378.21385079552,-7127.559895841931,204250.6539549536
224266.2058676435,-8558.823831689171,215707.38203595433
218582.96258813055,-7431.576105456634,211151.38648267393
206176.2667268606,-7430.4361397661505,198745.83058709445
189870.00059571728,-8014.707316584316,181855.29327913298
193479.3401938151,-7901.314804707093,185578.025389108
218268.3198551043,-7254.940482975074,211013.37937212922
238963.0991474908,-9471.251902237005,229491.8472452538
277120.59421552916,-16266.203556513618,260854.39065901554
283878.63342916465,-17916.476273532975,265962.1571556317
267410.15998907236,-13715.021895991516,253695.13809308084
225880.0610322872,-8967.9353159374,216912.1257163498
201132.03196364647,-7656.772254455921,193475.25970919055
192518.0753473623,-8095.101402226554,184422.97394513575
154561.35183519791,-8714.448724941276,145846.90311025665
119961.83356149378,-9342.106280485135,110619.72728100864
98109.42216316333,-7938.292598683208,90171.12956448011
93266.07212476154,-8170.589485739987,85095.48263902156
83832.10987295095,-8424.012849614492,75408.09702333646
79754.79290243787,-8463.848232024164,71290.94467041371
74501.79803720639,-7847.851413561684,66653.9466236447
62717.208507635754,-5889.036341781964,56828.172165853786
66385.0419316538,-6494.590935295218,59890.45099635859
82275.46234138847,-8455.417545576493,73820.04479581198
101868.11815060451,-8246.342214382956,93621.77593622156
114203.4908922802,-9750.931854899778,104452.55903738042
128442.73383485414,-9252.220991946122,119190.51284290802
133257.0908011526,-9138.487750024678,124118.60305112792
124359.43054074408,-9149.645306327771,115209.78523441631
131147.454520129,-8978.336353363175,122169.11816676581
134023.60885736044,-8938.181069798133,125085.42778756231
142738.16322263316,-8941.799426493155,133796.36379614
182920.62521593377,-8597.767302820028,174322.85791311375
194734.7979724827,-8514.083344831142,186220.71462765156
185739.22402181852,-8619.01335889628,177120.21066292224
167108.78755353967,-8824.813380749587,158283.9741727901
161370.9718262716,-8916.935244060538,152454.03658221106
161197.66805177944,-8955.537158405166,152242.13089337427
128987.30744373516,-9355.608761711996,119631.69868202317
107986.69153828532,-9215.54901560589,98771.14252267942
102714.85257637715,-8297.516486893614,94417.33608948354
99876.55289969321,-7953.1663226907385,91923.38657700247
105593.6900524522,-8706.404769878649,96887.28528257356
115970.00039191436,-9448.456051630843,106521.54434028352
147121.66575439536,-8678.258917689094,138443.40683670627
244665.7966985676,-10296.461633165247,234369.33506540235
337966.06849702925,-24142.937994278458,313823.1305027508
369794.97078410274,-19651.160933499086,350143.80985060363
348968.9253234238,-22613.09882718741,326355.8264962364
325056.9401878394,-23794.748417261024,301262.1917705784
318540.75466398447,-22779.216219691843,295761.5384442926
336810.06507856504,-23833.421030960413,312976.64404760464
353000.4661941032,-21286.864518361155,331713.601675742
374390.1806574003,-18573.740119185757,355816.4405382145
419033.0555894262,-29715.251046575635,389317.8045428506
464335.0510142079,-46533.43538838999,417801.6156258179
533788.2742370032,-61090.63828070933,472697.63595629385
541034.9114489268,-60078.906869649465,480956.0045792773
506804.0447287596,-44607.47912062007,462196.56560813956
457231.59241378045,-33498.93390113769,423732.6585126428
435928.92583544966,-30578.490269120717,405350.43556632893
383864.0722622186,-26174.571327098507,357689.50093512004
307586.6669792245,-27442.44104064062,280144.22593858384
278717.2457581919,-21753.376883789304,256963.8688744026
258237.65428842875,-18484.457579565395,239753.19670886337
247742.63513151582,-18391.19688796183,229351.438243554
247224.7026046013,-18421.33196481664,228803.37063978467
254026.4449433319,-18298.529485491217,235727.9154578407
280326.3822661724,-22839.138403179546,257487.24386299285
387015.7037387563,-30454.32021769601,356561.3835210603
461189.8273904009,-37900.25493902045,423289.5724513805
468738.89346008503,-34818.5681057932,433920.3253542918
403238.59321173764,-21207.84975167242,382030.7434600652
360687.4309400039,-20742.883147313692,339944.5477926902
335423.83716392255,-24987.29262172488,310436.54454219766
306663.5156505218,-21999.07878859621,284664.4368619256
300337.66538730985,-21772.96762841206,278564.6977588978
302948.0092063972,-21936.513418124618,281011.4957882726
326156.48841248825,-24430.674650326782,301725.8137621615
349589.7027893271,-22656.399945822952,326933.3028435041
400615.66357711644,-21800.333469458332,378815.3301076581
404318.5396588808,-21975.399528552443,382343.14013032836
388913.6102314607,-20783.94519810643,368129.6650333543
384987.5584924009,-21368.651218899595,363618.90727350133
358004.9041211697,-23141.80571596491,334863.0984052048
311276.2721507746,-23626.857558095533,287649.41459267907
268636.32059954363,-15500.888258555717,253135.4323409879
239186.48541035163,-11936.112347156693,227250.37306319494
220381.234411438,-10276.782254329939,210104.45215710805
219630.41421176918,-11104.73619845647,208525.67801331272
221843.95791640747,-11479.927867957233,210364.03004845022
231141.24418788147,-13831.624272584846,217309.61991529661
259265.16321450897,-16719.52827843895,242545.63493607
358354.2033211795,-31569.590577745923,326784.61274343356
446689.56255223264,-32277.346457121646,414412.216095111
443122.9972222056,-26764.855729168747,416358.1414930369
395933.9515672905,-20316.123477526227,375617.8280897643
367878.2393468632,-6687.427789203008,361190.81155766017
364306.96901435853,-13956.079273272411,350350.8897410861
355999.9232268773,-2302.6690872366657,353697.2541396406
376021.24419589207,-3601.3134936671613,372419.9307022249
432505.8151523362,-1744.1327442263796,430761.68240810983
543828.576806359,-104.23290342254091,543724.3439029364
631738.7163521744,-3600.2271463060133,628138.4892058684
696733.1854007005,-4743.106965874002,691990.0784348266
680511.6369865157,-1134.18276964793,679377.4542168678
615151.5493177183,-409.52670469965165,614742.0226130186
532621.4491938576,-887.4195791127445,531734.0296147448
491678.42466157733,-2269.937808099332,489408.486853478
433212.5758892084,-409.32535858062465,432803.2505306278
362431.6402175311,1114.8197684642782,363546.4599859954
310166.2213953332,377.1252357799963,310543.34663111315
287173.5218341465,345.05298433651,287518.57481848303
273438.8483904193,650.6028658138885,274089.4512562332
280374.7264391141,889.0020467021584,281263.7284858162
284947.1401003959,1044.0657867520124,285991.2058871479
332079.53958945215,1648.0463927789015,333727.5859822311
469075.70611351886,-1037.9323539440838,468037.77375957475
582304.1345647371,538.567486418736,582842.7020511559
614063.1415945283,-452.4908256760225,613610.6507688523
568655.5808262343,-384.01679628434977,568271.56402995
601172.9600855153,-905.3962432279782,600267.5638422873
629330.3010992843,-1281.1472934395551,628049.1538058447
652226.7494973328,-1454.5865577664817,650772.1629395663
659126.545270883,-1393.873261192024,657732.672009691
650879.023697308,-1011.6401174574803,649867.3835798505
644895.9368183338,-597.116159777084,644298.8206585568
635502.5403495159,-2144.92253685137,633357.6178126645
695422.0319303593,-5488.6816627160115,689933.3502676433
723941.1584598678,-7453.907065670552,716487.2513941972
719172.462018697,-7465.290026753224,711707.1719919438
670636.1744019969,-4876.369392204775,665759.8050097921
656663.5727364433,-4070.893024348439,652592.6797120948
556718.5598625388,-1801.2591032884775,554917.3007592503
407477.4863712962,1253.9645374863917,408731.4509087826
304437.9586711923,256.8676777580955,304694.8263489504
262235.4254110931,204.3998491582455,262439.82526025135
244485.5060833759,200.70122665991505,244686.2073100358
255594.4083853196,254.820054180532,255849.22843950015
273981.4078719662,323.02693065365224,274304.43480261986
328762.1353057051,465.9466412645552,329228.0819469696
462315.49383630865,441.55999798264554,462757.0538342913
583759.83938,-1614.4346919718291,582145.4046880282
631515.4515200781,-324.3429221597612,631191.1085979184
574633.5945779481,-362.91137328391414,574270.6832046642
533654.0057066954,-916.8218214626258,532737.1838852328
516331.64531555056,-1427.360608214478,514904.2847073361
515501.09893452364,-1338.8412212397634,514162.2577132839
523902.09136124834,-714.0356938144414,523188.0556674339
567597.6350460905,-885.1037076812122,566712.5313384093
616832.2332543731,-583.2491104327623,616248.9841439403
666101.7184109458,-468.625666550648,665633.0927443953
678480.9184863026,-547.9018815272032,677933.0166047754
641795.8988961894,136.70599001998127,641932.6048862094
567647.3603683778,942.9004401224304,568590.2608085002
471443.8330005321,984.1898489305345,472428.02284946264
415296.08801358845,-1126.5250843534159,414169.56292923505
351507.9722535688,1539.9149122079634,353047.8871657768
275676.21532137797,6566.603930302275,282242.8192516802
228575.83332637756,8414.897438780823,236990.73076515837
209068.63006228133,8987.348448119381,218055.97851040072
196755.48241695281,9564.443044806354,206319.92546175918
185477.84759800372,9004.842519130054,194482.69011713378
177550.83227950847,9054.901803845616,186605.7340833541
159970.51891536778,9462.93273033341,169433.4516457012
146735.0070961819,10091.89522381206,156826.90231999394
166568.45490118195,11187.79179138166,177756.2466925636
189468.11633987172,11461.215041261126,200929.33138113286
212983.0724483955,7715.083818785122,220698.15626718063
218714.9705803511,7640.415118806656,226355.38569915775
222933.48629799526,-3585.861659569833,219347.62463842542
215737.8473960069,-4851.375625055116,210886.4717709518
203502.49358539737,7086.170419128875,210588.66400452625
196353.3784932756,9328.82712092873,205682.20561420434
203392.16061330866,10248.139039916541,213640.2996532252
217409.0999453666,9643.240101152378,227052.34004651898
258279.61085635328,5237.846892736636,263517.4577490899
277781.6828044561,5303.173644998203,283084.8564494543
242384.07101208178,3240.101324364469,245624.17233644624
209473.6204169011,5224.559610692013,214698.1800275931
209093.46517537223,3587.80378620102,212681.26896157325
200720.6073869859,3844.122941885919,204564.73032887184
162682.13267568324,7738.605078721094,170420.73775440434
120934.11026295644,7202.692193914589,128136.80245687102
102720.3056705016,5432.954028416882,108153.25969891848
93918.65707218817,5695.096525255749,99613.75359744392
92104.70781073981,4796.309799550686,96901.0176102905
95896.8440007258,5812.703720402751,101709.54772112856
93196.81009157929,-103.14211261051994,93093.66797896876
85305.62035450558,-6144.780212392862,79160.84014211272
87564.27544825849,-4672.249765907635,82892.02568235085
94004.40086966025,4627.903060900731,98632.30393056099
136995.51322080352,-6411.057393135475,130584.45582766805
147845.2908190999,11093.774790348662,158939.06560944856
181797.77451844738,10048.237337420069,191846.01185586746
198154.79393237707,9142.692651006919,207297.486583384
203767.07333605734,3658.6612343201487,207425.73457037748
189862.75903967692,3525.669882856431,193388.42892253335
181793.0562566178,4966.654454844217,186759.71071146202
180251.99987907533,4587.848593233304,184839.84847230863
232040.63106451003,4205.276201193338,236245.90726570337
280198.70146834396,3667.7925927067618,283866.4940610507
287628.13762181334,2804.504647646436,290432.6422694598
296606.8114019105,1947.7434178045987,298554.5548197151
309695.7404435842,1802.1738684312613,311497.91431201546
327899.9568737977,1672.9847738092876,329572.94164760696
287737.1531639892,1154.224446152908,288891.3776101421
239421.45290778167,1421.8267373018193,240843.2796450835
230000.2199820761,1098.2223075493962,231098.44228962547
238121.8407883303,503.34798190436254,238625.18877023467
246922.61364025262,427.0590741389535,247349.67271439158
272468.7724690999,393.3215852099736,272862.0940543099
330642.7013861802,473.52639395035635,331116.2277801305
519962.04645717255,-799.8007445016419,519162.2457126709
664627.9083119761,-3918.0470515863235,660709.8612603898
670850.1297752964,-614.9059493826787,670235.2238259137
595850.3251371469,-683.57458790896,595166.750549238
558570.2728831631,-958.1726408225131,557612.1002423406
506167.0640047863,-1502.9236527820872,504664.1403520042
441329.6087147041,-2383.3457753007488,438946.26293940336
413133.804681841,-1105.1641964046962,412028.6404854363
414564.48328762164,-23048.121511875797,391516.36177574587
423027.5126633246,-32648.627029466792,390378.8856338578
422361.1088107375,-37459.31406545159,384901.7947452859
442307.03355039767,-34502.22205517062,407804.81149522704
441876.64971825096,-31701.864272394643,410174.78544585634
396587.27784518903,-24025.673381756023,372561.60446343303
338880.2265341629,-22872.94612217213,316007.28041199077
297227.00607393525,-20423.254809564765,276803.7512643705
255487.16359085776,-10694.659265462853,244792.5043253949
190981.96221430443,-7882.88189493117,183099.08031937326
160914.43855155117,-8373.304765431218,152541.13378611996
146338.84420804246,-8588.553245068928,137750.29096297352
141907.15924258373,-8622.473294540578,133284.68594804316
151966.25504677344,-8304.917827159721,143661.33721961372
177586.07780601707,-7488.385376965268,170097.6924290518
222659.7207094557,-7384.556857541574,215275.1638519141
315229.5737541322,-20993.84542550304,294235.72832862916
372468.56654289516,-19115.13262255942,353353.4339203357
383000.1040555005,-20777.61577646538,362222.4882790351
