Hour,Capacity Calculation [MWh],Capacity Allocation [MWh],Total volume risk [MWh],λ OBZ [€/MWh],λ zone 1 [€/MWh],λ zone 2 [€/MWh],λ zone 3 [€/MWh],Curtailment OWF 119 (z1) [MWh],Curtailment OWF 124 (z2) [MWh],Curtailment OWF 120 (z3) [MWh]
x1252,0.0,515.6997259929221,515.6997259929221,-0.0,48.19,8.85,-0.0,0.0,515.6997259929221,0.0
x1253,0.0,506.5324261956871,506.5324261956871,-0.0,48.19,8.85,-0.0,0.0,506.5324261956871,0.0
x1254,0.0,500.1773570348428,500.1773570348428,-0.0,48.19,8.85,-0.0,0.0,500.1773570348428,0.0
x1259,0.0,211.2097365820342,211.2097365820342,-0.0,48.19,-1e-08,-0.0,211.2097365820342,0.0,0.0
x1261,0.0,159.10009950577455,159.10009950577455,-0.0,48.19,-1e-08,-0.0,159.10009950577455,0.0,0.0
x1283,0.0,42.045,42.045,-0.0,48.19,-1e-08,-0.0,42.045,0.0,0.0
x1284,0.0,46.0399995,46.0399995,-0.0,47.42,-1e-08,-0.0,46.0399995,0.0,0.0
x1285,0.0,47.26500000000001,47.26500000000001,-0.0,47.42,-1e-08,-0.0,47.26500000000001,0.0,0.0
x1286,0.0,46.425,46.425,-0.0,37.28,-1e-08,-0.0,46.425,0.0,0.0
x1287,0.0,45.1399995,45.1399995,-0.0,37.28,-1e-08,-0.0,45.1399995,0.0,0.0
x1288,0.0,44.625,44.625,-0.0,47.42,-1e-08,-0.0,44.625,0.0,0.0
x1323,0.0,681.458031395778,681.458031395778,-0.0,48.19,8.85,-0.0,0.0,681.458031395778,0.0
x1324,0.0,657.6730308957782,657.6730308957782,-0.0,48.19,8.85,-0.0,0.0,657.6730308957782,0.0
x1325,0.0,606.5150636332555,606.5150636332555,-0.0,48.53,8.85,-0.0,0.0,606.5150636332555,0.0
x1331,0.0,146.89870928659047,146.89870928659047,-1e-08,66.57,-1e-08,-0.0,0.0,0.0,146.89870928659047
x1332,0.0,662.8657419082504,662.8657419082504,-1e-08,66.57,-1e-08,-0.0,358.3257424082503,0.0,304.5399995
x1333,0.0,467.63347376478134,467.63347376478134,-1e-08,66.57,-1e-08,-0.0,151.97347326478152,0.0,315.6600004999998
x1334,0.0,441.76445972906447,441.76445972906447,-1e-08,66.57,-1e-08,-0.0,116.25446022906485,0.0,325.5099994999996
x1335,0.0,570.2276511279783,570.2276511279783,-1e-08,66.57,-1e-08,-0.0,248.72265162797865,0.0,321.5049994999997
x1336,0.0,537.569589743001,537.569589743001,-1e-08,66.57,-1e-08,-0.0,244.3245902430008,0.0,293.2449995000002
x1379,0.0,106.56079172067604,106.56079172067604,-0.0,65.64,-1e-08,-0.0,106.56079172067604,0.0,0.0
x1380,0.0,117.37736941195811,117.37736941195811,-0.0,48.53,-1e-08,-0.0,117.37736941195811,0.0,0.0
x1381,0.0,97.09038066498977,97.09038066498977,-0.0,48.53,-1e-08,-0.0,97.09038066498977,0.0,0.0
x1383,0.0,349.11,349.11,-0.0,48.53,-0.0,-0.0,349.11,0.0,0.0
x1384,0.0,293.5385131553993,293.5385131553993,-1e-08,48.53,-1e-08,-0.0,293.5385131553993,0.0,0.0
x1402,0.0,1531.2467126957908,1531.2467126957908,-1e-08,65.64,-1e-08,-0.0,603.9567126957913,722.0849999999999,205.20499999999947
x1403,0.0,1559.2485087811306,1559.2485087811306,-1e-08,65.64,-1e-08,-0.0,634.228509781131,720.9499995,204.06999949999965
x1404,0.0,1501.075033273861,1501.075033273861,-1e-08,65.64,-1e-08,-0.0,625.6650322738612,696.1450005,179.2650004999997
x1405,0.0,1429.9787878737404,1429.9787878737404,-1e-08,65.64,-1e-08,-0.0,601.2487868737404,672.8050005,155.9250005
x1406,0.0,1348.646817026289,1348.646817026289,-1e-08,65.64,-1e-08,-0.0,562.2668170262893,651.63,134.74999999999966
x1407,0.0,1234.5678415323523,1234.5678415323523,-1e-08,65.64,-1e-08,-0.0,506.23784153235226,622.605,105.72500000000002
x1425,0.0,1912.2181284578737,1912.2181284578737,-1e-08,48.19,-1e-08,-1e-08,775.7581294578736,826.6699995,309.78999950000014
x1426,0.0,2006.3172342484318,2006.3172342484318,-1e-08,48.19,-1e-08,-1e-08,805.0372342484316,859.08,342.20000000000016
x1427,0.0,2159.7408968507243,2159.7408968507243,-1e-08,48.19,-1e-08,-1e-08,869.8108968507242,903.405,386.5250000000002
x1429,0.0,50.357528340408365,50.357528340408365,-1e-08,48.19,-1e-08,-1e-08,50.357528340408365,0.0,0.0
x1430,0.0,199.2957547833776,199.2957547833776,-1e-08,48.19,-1e-08,-1e-08,199.2957547833776,0.0,0.0
x1431,0.0,108.8819168900318,108.8819168900318,-1e-08,47.42,-1e-08,-1e-08,108.8819168900318,0.0,0.0
x1432,0.0,1455.8699990000005,1455.8699990000005,-1e-08,48.19,-1e-08,-1e-08,986.3749995,0.0,469.4949995000004
x1433,0.0,1375.2788794711769,1375.2788794711769,-1e-08,48.19,-0.0,-0.0,939.408878971177,0.0,435.87000049999983
x1434,0.0,786.052215986532,786.052215986532,-0.0,48.19,-1e-08,-0.0,786.052215986532,0.0,0.0
x1435,0.0,55.76544190839826,55.76544190839826,-0.0,48.19,8.85,-0.0,55.76544190839826,0.0,0.0
x1440,0.0,59.09197018918343,59.09197018918343,-0.0,37.28,-1e-08,-0.0,59.09197018918343,0.0,0.0
x1444,0.0,488.8300005,488.8300005,-0.0,36.05,0.1372937476973847,-0.0,488.8300005,0.0,0.0
x1445,0.0,75.41043683636917,75.41043683636917,-1e-08,36.05,0.1372937377354617,-0.0,75.41043683636917,0.0,0.0
x1457,0.0,138.32488207998583,138.32488207998583,-0.0,47.42,-0.0,-0.0,138.32488207998583,0.0,0.0
x1474,0.0,862.7675361074637,862.7675361074637,-1e-08,48.19,-1e-08,-0.0,288.3775351074638,545.6350004999999,28.755000499999937
x1475,0.0,1033.2907724210088,1033.2907724210088,-1e-08,48.19,-1e-08,-0.0,371.7007734210088,589.2349995,72.35499949999996
x1476,0.0,1165.7617371619144,1165.7617371619144,-1e-08,48.19,-1e-08,-1e-08,442.86173716191433,619.89,103.0100000000001
x1477,0.0,1210.304504054765,1210.304504054765,-1e-08,48.19,-1e-08,-1e-08,469.2545040547652,628.965,112.0849999999997
x1478,0.0,1111.3011712436332,1111.3011712436332,-1e-08,47.42,-1e-08,-1e-08,424.12117224363374,602.0299994999999,85.14999949999958
x1479,0.0,950.8299564760916,950.8299564760916,-1e-08,48.19,-1e-08,-1e-08,347.4099574760918,560.1499994999999,43.269999499999926
x1480,0.0,878.3074242103604,878.3074242103604,-1e-08,48.19,-1e-08,-1e-08,310.7774242103602,542.205,25.32500000000016
x1482,0.0,529.4869852450713,529.4869852450713,-0.0,48.19,8.85,-0.0,0.0,529.4869852450713,0.0
x1483,0.0,686.0980308957782,686.0980308957782,-0.0,48.53,8.85,-0.0,0.0,686.0980308957782,0.0
x1485,0.0,819.1480308957781,819.1480308957781,-1e-08,48.19,8.85,-1e-08,0.0,819.1480308957781,0.0
x1489,0.0,286.8195312469538,286.8195312469538,-1e-08,47.42,8.85,-1e-08,286.8195312469538,0.0,0.0
x1492,0.0,425.0729354073711,425.0729354073711,-1e-08,37.28,8.85,-1e-08,0.0,425.0729354073711,0.0
x1493,0.0,223.78381637570783,223.78381637570783,-1e-08,37.28,8.85,-0.0,223.78381637570783,0.0,0.0
x1494,0.0,188.69822874362808,188.69822874362808,-1e-08,37.28,8.85,-0.0,188.69822874362808,0.0,0.0
x1495,0.0,458.3054609730439,458.3054609730439,-1e-08,37.28,-1e-08,-0.0,458.3054609730439,0.0,0.0
x1546,0.0,1172.5037860741904,1172.5037860741904,-1e-08,66.57,-1e-08,-0.0,505.7837860741904,666.72,0.0
x1547,0.0,1289.6876511710236,1289.6876511710236,-1e-08,66.57,-1e-08,-0.0,430.22765117102347,688.1700000000001,171.29000000000008
x1548,0.0,1338.4892754942516,1338.4892754942516,-1e-08,65.64,-1e-08,-0.0,476.4992764942517,689.4349995,172.55499949999978
x1549,0.0,1321.3444411897572,1321.3444411897572,-1e-08,65.64,-1e-08,-0.0,498.1144421897575,670.0549995,153.17499949999967
x1550,0.0,1227.5203092666209,1227.5203092666209,-1e-08,65.64,-1e-08,-0.0,491.4303082666207,626.4850005,109.6050005000002
x1581,0.0,812.678031395778,812.678031395778,-0.0,65.64,8.85,-0.0,0.0,812.678031395778,0.0
x1582,0.0,876.163030895778,876.163030895778,-0.0,65.64,8.85,-0.0,0.0,876.163030895778,0.0
x1583,0.0,343.24210877847594,343.24210877847594,-1e-08,48.53,8.85,-1e-08,343.24210877847594,0.0,0.0
x1584,0.0,148.51824084227275,148.51824084227275,-1e-08,48.19,8.85,-1e-08,148.51824084227275,0.0,0.0
x1585,0.0,201.84460981177875,201.84460981177875,-1e-08,48.19,8.85,-1e-08,201.84460981177875,0.0,0.0
x1587,0.0,696.828030395778,696.828030395778,-1e-08,48.19,8.85,-1e-08,0.0,696.828030395778,0.0
x1588,0.0,591.373894362775,591.373894362775,-1e-08,48.19,8.85,-1e-08,0.0,591.373894362775,0.0
x1589,0.0,430.20214485586257,430.20214485586257,-0.0,48.19,8.85,-0.0,0.0,430.20214485586257,0.0
x1590,0.0,354.27706343546697,354.27706343546697,-0.0,65.64,8.85,-0.0,0.0,354.27706343546697,0.0
x1591,0.0,337.3956798185502,337.3956798185502,-1e-08,66.57,8.85,-0.0,337.3956798185502,0.0,0.0
x1594,0.0,1003.4159625826376,1003.4159625826376,-1e-08,66.57,-1e-08,-1e-08,349.8059635826376,585.2449995,68.36499949999995
x1595,0.0,1063.0344119573283,1063.0344119573283,-1e-08,66.57,-1e-08,-1e-08,381.35441195732847,599.28,82.39999999999998
x1596,0.0,1009.0047263489727,1009.0047263489727,-1e-08,65.64,-1e-08,-1e-08,367.7147253489727,579.0850005,62.20500049999998
x1597,0.0,880.7404809288821,880.7404809288821,-1e-08,65.64,-1e-08,-1e-08,313.610479928882,542.0050005,25.125000500000056
x1623,0.0,569.4831053519599,569.4831053519599,-1e-08,48.19,-1e-08,-0.0,394.2181053519601,0.0,175.26499999999987
x1625,0.0,1249.6099999999997,1249.6099999999997,-1e-08,48.19,-0.0,-0.0,883.2449999999999,0.0,366.3649999999998
x1626,0.0,1409.639999,1409.639999,-1e-08,48.53,-0.0,-0.0,963.2599995,0.0,446.3799995
x1627,0.0,921.2459679910885,921.2459679910885,-1e-08,48.53,-1e-08,-0.0,432.6259684910884,0.0,488.6199995000002
x1628,0.0,686.5759401941477,686.5759401941477,-1e-08,48.53,0.1848228908911622,-0.0,686.5759401941477,0.0,0.0
x1629,0.0,647.9693448252658,647.9693448252658,-1e-08,48.53,-1e-08,-0.0,145.77934482526578,0.0,502.19000000000005
x1630,0.0,763.4640211007097,763.4640211007097,-1e-08,48.19,-1e-08,-1e-08,262.8540206007094,0.0,500.6100005000003
x1631,0.0,995.7427680341328,995.7427680341328,-1e-08,48.19,-1e-08,-1e-08,484.6127680341332,0.0,511.12999999999965
x1632,0.0,1112.374344725415,1112.374344725415,-1e-08,48.19,-1e-08,-1e-08,1014.5243447254152,0.0,97.84999999999992
x1633,0.0,1232.6555793924742,1232.6555793924742,-1e-08,48.19,-1e-08,-1e-08,1047.0100005,0.0,185.6455788924743
x1634,35.587681998514654,1346.8620692159816,1382.4497512144962,-1e-08,47.42,-1e-08,-1e-08,1068.9100005,0.0,313.5397507144962
x1635,75.0526819985148,1405.7978729278373,1480.850554926352,-1e-08,37.28,-1e-08,-1e-08,1082.0650005,0.0,398.78555442635206
x1636,41.54268049851407,1352.9293084895864,1394.4719889881005,-1e-08,37.28,-1e-08,-1e-08,1070.895,0.0,323.57698898810054
x1637,0.0,1381.3420048731077,1381.3420048731077,-1e-08,37.28,-1e-08,-1e-08,1045.665,0.0,335.67700487310776
x1638,16.927680498514746,1591.5723195014853,1608.5,-1e-08,47.42,-1e-08,-1e-08,1062.69,0.0,545.81
x1639,115.9876789985151,2170.770350397263,2286.758029395778,-1e-08,48.19,-1e-08,-1e-08,1095.7099995,95.338030395778,1095.7099995
x1640,0.0,2819.105,2819.105,-1e-08,48.19,-1e-08,-1e-08,1111.995,595.1150000000002,1111.995
x1641,0.0,3377.7899999999995,3377.7899999999995,-1e-08,48.19,-1e-08,-1e-08,1125.9299999999998,1125.9299999999998,1125.9299999999998
x1642,0.0,3378.4500015000003,3378.4500015000003,-1e-08,47.42,-1e-08,-1e-08,1126.1500005,1126.1500005,1126.1500005
x1643,0.0,2827.205,2827.205,-1e-08,47.42,-1e-08,-1e-08,1114.695,597.815,1114.695
x1644,0.0,2755.2199985,2755.2199985,-1e-08,47.42,-1e-08,-1e-08,1090.6999995,573.8199995,1090.6999995
x1645,0.0,3145.1700014999997,3145.1700014999997,-1e-08,37.28,-1e-08,-1e-08,1048.3900004999998,1048.3900004999998,1048.3900004999998
x1646,0.0,2951.5199985,2951.5199985,-1e-08,36.05,-1e-08,-1e-08,983.8399995,983.8399995,983.8399995
x1647,0.0,2159.3001530038764,2159.3001530038764,-1e-08,36.05,-1e-08,-1e-08,907.3999995,344.50015400387645,907.3999995
x1648,0.0,1885.9380378604365,1885.9380378604365,-1e-08,36.05,-1e-08,-1e-08,837.3149999999999,211.30803786043657,837.3149999999999
x1649,0.0,1658.0010208810395,1658.0010208810395,-1e-08,37.28,-1e-08,-1e-08,781.1650005,95.67101988103934,781.1650005
x1650,0.0,1177.5334170838444,1177.5334170838444,-1e-08,47.42,-1e-08,-1e-08,476.4284175838444,0.0,701.1049995
x1651,0.0,645.9649995,645.9649995,-1e-08,48.19,8.85,-1e-08,0.0,0.0,645.9649995
x1652,0.0,1294.388029895778,1294.388029895778,-1e-08,48.19,8.85,-1e-08,0.0,638.568030395778,655.8199995
x1653,0.0,1352.818030895778,1352.818030895778,-1e-08,48.19,8.85,-1e-08,0.0,667.7830308957781,685.035
x1654,0.0,1727.0626736967565,1727.0626736967565,-1e-08,48.19,8.85,-1e-08,252.7546418009785,728.5280313957782,745.7800005
x1655,0.0,1076.6540534165742,1076.6540534165742,-1e-08,47.42,8.85,-1e-08,320.8240529165744,0.0,755.8300005
x1656,0.0,1771.2144652154898,1771.2144652154898,-1e-08,37.28,8.85,-1e-08,324.8064333197119,714.5780313957781,731.8300005
x1657,0.0,1754.178474508462,1754.178474508462,-1e-08,37.28,8.85,-1e-08,331.39044461268395,702.768030395778,720.0199994999999
x1658,0.0,1773.4418272191106,1773.4418272191106,-1e-08,37.28,8.85,-1e-08,347.0737953233323,704.5580313957781,721.8100005
x1659,0.0,1789.0820603462298,1789.0820603462298,-1e-08,36.05,8.85,-1e-08,351.374028450452,710.228031395778,727.4800005
x1660,0.0,1754.4042121888538,1754.4042121888538,-1e-08,36.05,8.85,-1e-08,322.9861812930756,707.083030895778,724.3349999999999
x1661,0.0,1685.8673547385065,1685.8673547385065,-1e-08,36.05,8.85,-1e-08,271.04932284272854,698.783031395778,716.0350005
x1662,0.0,936.7580901756695,936.7580901756695,-1e-08,36.05,8.85,-1e-08,230.62308967566943,0.0,706.1350005
x1663,0.0,683.85,683.85,-1e-08,37.28,-1e-08,-1e-08,0.0,0.0,683.85
x1664,0.0,1466.298635286471,1466.298635286471,-1e-08,37.28,-1e-08,-1e-08,643.95,178.39863528647084,643.95
x1665,0.0,1150.3471467176005,1150.3471467176005,-1e-08,47.42,-1e-08,-1e-08,444.5071477176007,94.47999949999983,611.3599995
x1666,0.0,971.0929395965445,971.0929395965445,-1e-08,47.42,-1e-08,-1e-08,389.30293959654455,0.0,581.79
x1667,0.0,942.8594191237845,942.8594191237845,-1e-08,47.42,-1e-08,-1e-08,375.0394186237845,0.0,567.8200005
x1668,0.0,963.3161533441164,963.3161533441164,-1e-08,47.42,-1e-08,-1e-08,394.8561538441164,0.0,568.4599995
x1669,0.0,1549.5705178277667,1549.5705178277667,-1e-08,47.42,-1e-08,-1e-08,411.6805168277669,568.9450005,568.9450005
x1670,0.0,1529.889485655248,1529.889485655248,-1e-08,37.28,-1e-08,-1e-08,406.35948565524814,561.765,561.765
x1671,0.0,1478.3485086812811,1478.3485086812811,-1e-08,37.28,-1e-08,-1e-08,381.80850968128095,548.2699995,548.2699995
x1672,0.0,839.205269867736,839.205269867736,-1e-08,36.05,-1e-08,-1e-08,316.510270367736,0.0,522.6949995
x1673,0.0,233.1245959525016,233.1245959525016,-1e-08,37.28,-1e-08,-1e-08,233.1245959525016,0.0,0.0
x1674,0.0,464.9800005,464.9800005,-0.0,47.42,-1e-08,-1e-08,0.0,0.0,464.9800005
x1675,0.0,435.6550005,435.6550005,-1e-08,47.42,8.85,-1e-08,0.0,0.0,435.6550005
x1676,0.0,554.4516970454715,554.4516970454715,-1e-08,48.19,8.85,-1e-08,142.10669654547144,0.0,412.3450005
x1677,0.0,490.83133278525133,490.83133278525133,-0.0,48.19,8.85,-1e-08,99.45133278525134,0.0,391.38
x1678,0.0,372.6,372.6,-0.0,48.19,8.85,-1e-08,0.0,0.0,372.6
x1679,0.0,426.74717104517384,426.74717104517384,-1e-08,47.42,8.85,-1e-08,56.52217054517382,0.0,370.2250005
x1680,0.0,410.1367930920743,410.1367930920743,-1e-08,37.28,8.85,-1e-08,45.381793092074304,0.0,364.755
x1681,0.0,420.13486311816314,420.13486311816314,-1e-08,37.28,8.85,-1e-08,52.05986361816315,0.0,368.0749995
x1682,0.0,93.82271440216812,93.82271440216812,-0.0,37.28,8.85,-1e-08,93.82271440216812,0.0,0.0
x1683,0.0,288.94581662507574,288.94581662507574,-1e-08,37.28,8.85,-1e-08,0.0,0.0,288.94581662507574
x1684,0.0,83.32628244706189,83.32628244706189,-1e-08,37.28,8.85,-1e-08,83.32628244706189,0.0,0.0
x1685,0.0,45.08493547545504,45.08493547545504,-1e-08,47.42,8.85,-0.0,45.08493547545504,0.0,0.0
x1688,0.0,111.9908324144007,111.9908324144007,-0.0,65.64,-1e-08,-1e-08,111.9908324144007,0.0,0.0
x1696,0.0,50.970000000000006,50.970000000000006,-0.0,48.53,-1e-08,-0.0,50.970000000000006,0.0,0.0
x1739,0.0,803.4475777726544,803.4475777726544,-1e-08,65.64,-0.0,-0.0,619.5425777726545,0.0,183.905
x1740,0.0,1064.9383130528965,1064.9383130528965,-1e-08,48.53,-0.0,-0.0,783.7983135528966,0.0,281.1399995
x1741,0.0,1256.3899999999999,1256.3899999999999,-1e-08,48.53,-0.0,-0.0,886.635,0.0,369.7549999999999
x1742,0.0,1125.0889249257473,1125.0889249257473,-1e-08,48.19,-1e-08,-0.0,709.0089254257475,0.0,416.07999949999976
x1743,0.0,943.3892911267139,943.3892911267139,-1e-08,48.19,-1e-08,-0.0,512.6342906267137,0.0,430.7550005000003
x1744,0.0,1287.1551522090363,1287.1551522090363,-1e-08,48.19,-1e-08,-0.0,945.135,0.0,342.02015220903627
x1745,0.0,1307.8099999999997,1307.8099999999997,-1e-08,48.53,-0.0,-0.0,912.345,0.0,395.4649999999997
x1746,0.0,443.98209350143463,443.98209350143463,-1e-08,48.53,-1e-08,-0.0,99.627093001434,0.0,344.35500050000064
x1765,0.0,71.16283574268482,71.16283574268482,-1e-08,48.19,-0.0,-0.0,71.16283574268482,0.0,0.0
x1790,0.0,26.74914307470397,26.74914307470397,-1e-08,48.53,-1e-08,-0.0,26.74914307470397,0.0,0.0
x1791,0.0,198.2149995,198.2149995,-1e-08,48.19,-1e-08,-0.0,0.0,198.2149995,0.0
x1848,0.0,393.4887142756716,393.4887142756716,-1e-08,37.28,-1e-08,-0.0,393.4887142756716,0.0,0.0
x1849,0.0,430.5393999239669,430.5393999239669,-1e-08,36.05,-1e-08,-0.0,198.9943999239673,0.0,231.5449999999996
x1850,0.0,16.65721128230848,16.65721128230848,-1e-08,36.05,-1e-08,-0.0,0.0,0.0,16.65721128230848
x1852,0.0,285.95792606318287,285.95792606318287,-1e-08,37.28,-1e-08,-0.0,80.28292656318311,0.0,205.67499949999976
x1854,0.0,698.8095287836029,698.8095287836029,-1e-08,48.19,-1e-08,-0.0,322.8795282836033,0.0,375.9300004999996
x1856,0.0,134.57763058079126,134.57763058079126,-1e-08,48.53,-1e-08,-0.0,134.57763058079126,0.0,0.0
x1857,0.0,2873.6599984999993,2873.6599984999993,-1e-08,48.53,-1e-08,-1e-08,1130.1799995,1130.1799995,613.2999994999993
x1858,0.0,2909.3899985,2909.3899985,-1e-08,48.19,-1e-08,-1e-08,1142.0899995,1142.0899995,625.2099994999999
x1859,0.0,2862.3800014999997,2862.3800014999997,-1e-08,48.19,-1e-08,-1e-08,1126.4200005,1126.4200005,609.5400004999995
x1860,0.0,2707.46,2707.46,-1e-08,48.19,-1e-08,-1e-08,1074.78,1074.78,557.9000000000003
x1861,0.0,2491.6549985,2491.6549985,-1e-08,48.19,-1e-08,-1e-08,1002.8449995,1002.8449995,485.9649995000001
x1862,0.0,2547.935,2547.935,-1e-08,48.19,-1e-08,-1e-08,1021.605,1021.605,504.7249999999998
x1863,0.0,2774.6449999999995,2774.6449999999995,-1e-08,48.19,-1e-08,-1e-08,1097.175,1097.175,580.2949999999995
x1864,0.0,2776.5049984999996,2776.5049984999996,-1e-08,48.19,-1e-08,-1e-08,1097.7949995,1097.7949995,580.9149994999997
x1865,0.0,1617.5500009999996,1617.5500009999996,-1e-08,48.53,-1e-08,-1e-08,1067.2150005,0.0,550.3350004999995
x1866,0.0,1254.3305033797446,1254.3305033797446,-1e-08,48.53,-1e-08,-0.0,752.0555028797447,0.0,502.2750005
x1867,0.0,411.57806490856586,411.57806490856586,-0.0,48.53,8.85,-0.0,411.57806490856586,0.0,0.0
x1868,0.0,197.17552801892947,197.17552801892947,-0.0,48.19,8.85,-0.0,197.17552801892947,0.0,0.0
x1870,0.0,110.404835595296,110.404835595296,-0.0,48.19,8.85,-0.0,110.404835595296,0.0,0.0
x1871,0.0,4.267112710096114,4.267112710096114,-0.0,37.28,8.85,-0.0,4.267112710096114,0.0,0.0
x1874,0.0,373.10404594401473,373.10404594401473,-0.0,37.28,8.85,-0.0,0.0,373.10404594401473,0.0
x1875,0.0,221.5608815030488,221.5608815030488,-0.0,36.05,8.85,-0.0,0.0,221.5608815030488,0.0
x1876,0.0,171.22276500347652,171.22276500347652,-1e-08,37.28,8.85,-0.0,171.22276500347652,0.0,0.0
x1882,0.0,219.9560683132857,219.9560683132857,-1e-08,65.64,-1e-08,-1e-08,219.9560683132857,0.0,0.0
x1883,0.0,820.0516388980215,820.0516388980215,-1e-08,66.57,-1e-08,-1e-08,272.051638898022,532.4399999999999,15.55999999999949
x1884,0.0,889.298376618354,889.298376618354,-1e-08,65.64,-1e-08,-1e-08,307.91837561835405,549.1300004999999,32.250000500000056
x1885,0.0,876.6660008816721,876.6660008816721,-1e-08,48.53,-1e-08,-1e-08,301.8160008816721,545.865,28.985000000000014
x1886,0.0,768.4632523883386,768.4632523883386,-1e-08,48.53,-1e-08,-1e-08,251.33325238833876,517.005,0.1249999999997726
x1889,0.0,392.985,392.985,-0.0,48.53,-1e-08,-0.0,392.985,0.0,0.0
x1909,0.0,205.07601321458375,205.07601321458375,-1e-08,48.19,-1e-08,-0.0,205.07601321458375,0.0,0.0
x1914,0.0,382.8638180208301,382.8638180208301,-1e-08,48.19,-1e-08,-0.0,123.11381852082978,0.0,259.7499995000003
x1916,0.0,669.853030895778,669.853030895778,-0.0,48.53,8.85,-0.0,0.0,669.853030895778,0.0
x1917,0.0,539.0666219512987,539.0666219512987,-0.0,48.53,8.85,-0.0,0.0,539.0666219512987,0.0
x1918,0.0,412.481626384627,412.481626384627,-0.0,48.53,8.85,-0.0,0.0,412.481626384627,0.0
x1919,0.0,317.8277591772537,317.8277591772537,-0.0,48.19,8.85,-0.0,317.8277591772537,0.0,0.0
x1920,0.0,220.296214719546,220.296214719546,-0.0,48.19,8.85,-0.0,220.296214719546,0.0,0.0
x1921,0.0,154.33330646757588,154.33330646757588,-0.0,47.42,8.85,-0.0,154.33330646757588,0.0,0.0
x1922,0.0,92.13873425886482,92.13873425886482,-1e-08,47.42,8.85,-0.0,92.13873425886482,0.0,0.0
x1923,0.0,15.074483035288267,15.074483035288267,-1e-08,47.42,8.85,-0.0,15.074483035288267,0.0,0.0
x1943,0.0,723.4601708268897,723.4601708268897,-0.0,48.19,0.1835280261417324,-0.0,723.4601708268897,0.0,0.0
x1944,0.0,714.2664628589371,714.2664628589371,-1e-08,48.19,0.1835280261417295,-0.0,175.00646335893748,0.0,539.2599994999996
x1945,135.75768199851427,945.4255539895576,1081.1832359880718,-1e-08,48.19,-1e-08,-0.0,495.76323548807216,0.0,585.4200004999998
x1946,101.18267899851435,972.089750277702,1073.2724292762164,-1e-08,48.19,-1e-08,-1e-08,499.3774297762165,0.0,573.8949994999998
x1947,0.0,862.185866317996,862.185866317996,-1e-08,48.19,-1e-08,-1e-08,322.6308663179957,0.0,539.5550000000003
x1948,0.0,844.4043636879915,844.4043636879915,-1e-08,48.19,0.1835280261417324,-1e-08,844.4043636879915,0.0,0.0
x1949,0.0,225.99641562166863,225.99641562166863,-1e-08,48.19,8.85,-1e-08,225.99641562166863,0.0,0.0
x1950,0.0,818.3280303957781,818.3280303957781,-0.0,48.53,8.85,-0.0,0.0,818.3280303957781,0.0
x1951,0.0,733.423030895778,733.423030895778,-0.0,65.64,8.85,-0.0,0.0,733.423030895778,0.0
x1954,0.0,377.62341241738864,377.62341241738864,-1e-08,66.57,-1e-08,-1e-08,377.62341241738864,0.0,0.0
x1955,0.0,330.7887314174342,330.7887314174342,-1e-08,65.64,-1e-08,-1e-08,330.7887314174342,0.0,0.0
x1956,0.0,397.63213732477857,397.63213732477857,-1e-08,65.64,-1e-08,-1e-08,397.63213732477857,0.0,0.0
x1977,0.0,260.7250005,260.7250005,-0.0,48.19,-1e-08,-0.0,260.7250005,0.0,0.0
x1982,0.0,210.75414809778056,210.75414809778056,-0.0,48.19,-1e-08,-0.0,210.75414809778056,0.0,0.0
x1983,0.0,189.79505554028407,189.79505554028407,-0.0,48.19,-1e-08,-0.0,189.79505554028407,0.0,0.0
x1985,0.0,177.62525843497428,177.62525843497428,-0.0,48.19,-1e-08,-0.0,177.62525843497428,0.0,0.0
x2001,0.0,110.025,110.025,-0.0,37.28,-0.0,-0.0,110.025,0.0,0.0
x2008,0.0,198.9100005,198.9100005,-0.0,36.05,-0.0,-0.0,198.9100005,0.0,0.0
x2009,0.0,176.1250005,176.1250005,-0.0,37.28,-0.0,-0.0,176.1250005,0.0,0.0
x2036,0.0,497.7028550920793,497.7028550920793,-0.0,48.53,8.85,-0.0,0.0,497.7028550920793,0.0
x2037,0.0,488.9432497482484,488.9432497482484,-0.0,48.19,8.85,-0.0,0.0,488.9432497482484,0.0
x2040,0.0,305.7739245636328,305.7739245636328,-1e-08,37.28,8.85,-1e-08,305.7739245636328,0.0,0.0
x2041,0.0,807.269314719802,807.269314719802,-1e-08,36.05,8.85,-1e-08,0.0,328.49431521980193,478.7749995
x2042,0.0,232.9338726103358,232.9338726103358,-1e-08,36.05,8.85,-1e-08,0.0,232.9338726103358,0.0
x2043,0.0,260.9379080556537,260.9379080556537,-1e-08,36.05,8.85,-1e-08,210.2089080556541,0.0,50.72899999999959
x2044,0.0,841.5655470038748,841.5655470038748,-1e-08,36.05,-1e-08,-1e-08,263.06251610809664,578.5030308957781,0.0
x2046,0.0,435.63455955361707,435.63455955361707,-1e-08,48.19,-1e-08,-1e-08,435.63455955361707,0.0,0.0
x2050,0.0,1361.9581680572082,1361.9581680572082,-1e-08,48.19,-1e-08,-1e-08,662.6781675572082,0.0,699.2800005
x2051,0.0,2574.2399985,2574.2399985,-1e-08,48.19,-1e-08,-1e-08,858.0799995000001,858.0799995000001,858.0799995000001
