Hour,Category,Curtailed MWh
368,Zero-Price RES,485.4400145005594
369,Zero-Price RES,272.35029199331905
370,Zero-Price RES,79.74905732625939
371,Zero-Price RES,824.4483864365221
372,Zero-Price RES,692.1693391275576
373,Zero-Price RES,0.0
374,Zero-Price RES,518.2857019427595
375,Price Convergence Low,0.0
376,Price Convergence Low,0.0
377,Price Convergence Low,0.0
378,Price Convergence Low,0.0
379,Zero-Price,0.0
380,Price Convergence Low,0.0
381,Price Convergence Low,0.0
382,Price Convergence Low,0.0
383,Price Convergence Low,0.0
384,Price Convergence Low,0.0
385,Price Convergence Low,0.0
386,Price Convergence Low,0.0
387,Price Convergence Low,0.0
388,Price Convergence Low,0.0
389,Price Convergence Low,0.0
390,Price Convergence Low,0.0
391,Price Convergence Low,0.0
392,Price Convergence Low,0.0
393,Price Convergence Low,0.0
394,Price Convergence Low,0.0
395,Zero-Price RES,146.04925252812882
396,Zero-Price RES,0.0
397,Zero-Price RES,0.0
398,Zero-Price RES,1471.8500000000004
399,Zero-Price RES,1579.8799999999994
400,Zero-Price RES,919.8577247298646
401,Zero-Price RES,849.0769178165475
402,Zero-Price RES,404.68288862405836
403,Zero-Price RES,789.2372613407701
404,Zero-Price RES,262.6572014757627
405,Zero-Price RES,47.41794988921583
406,Zero-Price RES,903.288030395778
407,Zero-Price RES,844.183030895778
408,Zero-Price RES,0.0
409,Zero-Price RES,678.0680313957781
410,Zero-Price RES,616.523031395778
411,Zero-Price RES,516.7003039268302
412,Zero-Price RES,429.1809777422145
413,Zero-Price RES,377.3098680110583
414,Zero-Price RES,342.89374378153536
415,Zero-Price,0.0
416,Price Convergence Low,0.0
417,Price Convergence Low,0.0
418,Zero-Price,0.0
419,Zero-Price,0.0
420,Price Convergence Low,0.0
421,Zero-Price,0.0
422,Price Convergence Middle,0.0
423,Zero-Price,0.0
424,Price Convergence Low,0.0
425,Zero-Price,0.0
426,Price Convergence Low,0.0
427,Zero-Price,0.0
428,Price Convergence Low,0.0
429,Zero-Price,0.0
430,Price Convergence Low,0.0
431,Zero-Price,0.0
432,Zero-Price,0.0
433,Price Convergence Low,0.0
434,Price Convergence Low,0.0
435,Price Convergence Low,0.0
436,Zero-Price,0.0
437,Zero-Price,0.0
438,Zero-Price,0.0
439,Price Convergence Low,0.0
440,Zero-Price,0.0
441,Zero-Price,0.0
442,Price Convergence Low,0.0
443,Zero-Price,0.0
444,Price Convergence Low,0.0
445,Price Convergence Low,0.0
446,Price Convergence Low,0.0
447,Zero-Price,0.0
448,Price Convergence Low,0.0
449,Zero-Price,0.0
