1,2,3,5,6,7,9,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,27,28,29,31,32,33,34,35,37,39,40,41,42,43,44,45,46,47,49,50,52,53,54,55,56,57,58,59,60,61,62,65,67,68,70,71,72,73,75,76,77,78,79,80,82,83,85,86,87,88,89,91,93,94,95,96,97,98,99,100,101,102,103,104,106,107,108,109,110,111,112,113,114,117,118,119,120,121,122,123,124
172.95,170.8,556.82,603.58,154.69,170.52,426.54,195.76,179.15,174.66,149.9,126.02,153.92,469.01,170.16,173.6,187.64,153.72,183.38,171.09,306.62,524.19,165.88,201.77,133.24,127.61,171.35,172.82,177.58,468.62,570.98,115.97,107.52,116.79,113.85,86.64,93.83,88.41,84.25,189.42,81.87,190.38,79.85,111.18,86.87,105.28,89.4,92.62,108.12,215.07,75.36,189.86,76.27,195.7,78.96,189.57,228.97,146.24,113.75,119.09,90.25,201.97,72.38,119.2,78.6,220.58,87.48,227.1,74.48,93.27,94.06,90.31,251.29,257.23,82.44,96.07,104.68,86.11,85.05,93.23,99.18,98.24,91.99,83.89,95.21,224.97,76.96,90.84,101.12,85.14,83.97,0,0,87.77,208.67,113.53,86.27,0,0,0,0,0,0
166.56,164.49,536.25,581.28,148.98,164.22,410.78,188.53,172.53,168.2,144.36,121.37,148.24,451.68,163.88,167.18,180.71,148.04,176.6,164.77,295.29,504.82,159.75,194.31,128.32,122.89,165.02,166.44,171.02,451.3,549.89,111.68,103.55,112.47,109.64,83.44,90.36,85.14,81.13,182.41,78.85,183.34,76.9,107.07,83.66,101.39,86.09,89.2,104.12,207.12,72.58,182.85,73.45,188.47,76.04,182.57,220.51,140.84,109.55,114.69,86.92,194.51,69.7,114.8,75.69,212.43,84.25,218.7,71.73,89.82,90.59,86.98,242,247.73,79.39,92.52,100.81,82.93,81.9,89.78,95.51,94.61,88.59,80.79,91.69,216.67,74.11,87.48,97.39,81.99,80.87,0,0,84.53,200.96,109.33,83.08,0,0,0,0,0,0
163.13,161.1,525.21,569.31,145.91,160.83,402.32,184.65,168.98,164.74,141.38,118.87,145.18,442.38,160.5,163.74,176.99,144.99,172.96,161.37,289.21,494.42,156.46,190.31,125.68,120.36,161.62,163.01,167.5,442.01,538.57,109.39,101.42,110.16,107.39,81.72,88.5,83.39,79.46,178.66,77.22,179.57,75.32,104.87,81.94,99.3,84.32,87.36,101.98,202.86,71.08,179.08,71.94,184.59,74.47,178.81,215.97,137.94,107.29,112.33,85.13,190.5,68.27,112.44,74.13,208.05,82.51,214.2,70.25,87.98,88.72,85.19,237.02,242.62,77.76,90.61,98.73,81.22,80.22,87.93,93.54,92.66,86.77,79.12,89.81,212.21,72.59,85.68,95.38,80.3,79.21,0,0,82.79,196.83,107.08,81.37,0,0,0,0,0,0
162.27,160.24,522.41,566.28,145.13,159.98,400.18,183.67,168.08,163.86,140.63,118.24,144.41,440.02,159.65,162.87,176.05,144.22,172.04,160.52,287.67,491.8,155.63,189.3,125.01,119.72,160.76,162.14,166.61,439.65,535.71,108.8,100.88,109.57,106.81,81.28,88.03,82.94,79.04,177.71,76.81,178.62,74.92,104.31,81.5,98.77,83.87,86.9,101.44,201.78,70.71,178.13,71.56,183.61,74.08,177.85,214.82,137.2,106.72,111.73,84.67,189.48,67.91,111.84,73.74,206.95,82.07,213.06,69.88,87.51,88.25,84.73,235.76,241.33,77.34,90.13,98.21,80.79,79.79,87.46,93.05,92.17,86.31,78.7,89.33,211.07,72.2,85.22,94.87,79.88,78.78,0,0,82.35,195.78,106.51,80.94,0,0,0,0,0,0
158.96,156.97,511.77,554.73,142.17,156.72,392.02,179.92,164.65,160.52,137.76,115.83,141.47,431.05,156.39,159.55,172.46,141.28,168.54,157.24,281.81,481.76,152.46,185.44,122.46,117.28,157.49,158.84,163.21,430.69,524.78,106.58,98.82,107.34,104.64,79.63,86.24,81.25,77.43,174.09,75.25,174.97,73.39,102.18,79.84,96.76,82.16,85.12,99.37,197.66,69.26,174.5,70.1,179.86,72.57,174.22,210.44,134.41,104.55,109.45,82.95,185.63,66.52,109.56,72.24,202.73,80.4,208.72,68.45,85.72,86.45,83.01,230.95,236.41,75.77,88.29,96.21,79.14,78.16,85.68,91.15,90.29,84.55,77.1,87.51,206.77,70.73,83.48,92.94,78.25,77.18,0,0,80.67,191.79,104.34,79.29,0,0,0,0,0,0
164.86,162.8,530.76,575.32,147.45,162.53,406.58,186.6,170.76,166.48,142.88,120.13,146.72,447.05,162.2,165.47,178.86,146.52,174.79,163.08,292.27,499.65,158.12,192.32,127.01,121.63,163.33,164.73,169.27,446.68,544.25,110.54,102.49,111.32,108.52,82.58,89.44,84.27,80.3,180.55,78.04,181.47,76.11,105.98,82.8,100.35,85.21,88.28,103.06,205,71.84,180.97,72.7,186.53,75.26,180.69,218.25,139.39,108.43,113.52,86.03,192.51,68.99,113.62,74.92,210.26,83.39,216.47,70.99,88.9,89.66,86.09,239.52,245.19,78.58,91.57,99.78,82.08,81.07,88.86,94.53,93.64,87.68,79.96,90.75,214.44,73.35,86.58,96.39,81.15,80.04,0,0,83.67,198.91,108.21,82.23,0,0,0,0,0,0
181.25,178.99,583.54,632.54,162.11,178.7,447.01,205.15,187.74,183.03,157.09,132.07,161.31,491.51,178.33,181.93,196.64,161.1,192.17,179.3,321.33,549.34,173.84,211.45,139.64,133.73,179.58,181.12,186.1,491.1,598.38,121.53,112.68,122.39,119.31,90.8,98.33,92.65,88.29,198.5,85.8,199.51,83.68,116.51,91.04,110.33,93.69,97.06,113.3,225.38,78.98,198.97,79.93,205.09,82.74,198.66,239.96,153.26,119.21,124.8,94.58,211.66,75.85,124.92,82.37,231.16,91.68,237.99,78.05,97.75,98.58,94.65,263.35,269.57,86.39,100.68,109.7,90.24,89.13,97.7,103.93,102.95,96.4,87.91,99.78,235.77,80.65,95.19,105.97,89.22,88,0,0,91.99,218.69,118.97,90.41,0,0,0,0,0,0
197.41,194.95,635.55,688.92,176.56,194.63,486.85,223.44,204.48,199.35,171.09,143.84,175.69,535.32,194.22,198.14,214.17,175.46,209.3,195.28,349.98,598.3,189.34,230.29,152.08,145.65,195.58,197.26,202.69,534.87,651.72,132.37,122.73,133.3,129.95,98.89,107.1,100.91,96.16,216.2,93.45,217.3,91.14,126.9,99.15,120.16,102.04,105.71,123.4,245.47,86.02,216.71,87.06,223.37,90.12,216.37,261.34,166.92,129.84,135.93,103.01,230.52,82.61,136.06,89.71,251.77,99.85,259.2,85.01,106.46,107.36,103.08,286.82,293.61,94.09,109.65,119.48,98.28,97.07,106.41,113.2,112.13,105,95.75,108.67,256.79,87.84,103.68,115.42,97.18,95.85,0,0,100.19,238.18,129.58,98.47,0,0,0,0,0,0
201.25,198.74,647.91,702.32,180,198.41,496.32,227.79,208.45,203.23,174.42,146.64,179.1,545.73,198,202,218.34,178.87,213.38,199.08,356.78,609.95,193.02,234.77,155.04,148.48,199.39,201.1,206.63,545.27,664.39,134.94,125.11,135.89,132.47,100.81,109.18,102.87,98.03,220.4,95.27,221.53,92.91,129.37,101.08,122.5,104.02,107.77,125.8,250.25,87.69,220.92,88.75,227.71,91.87,220.58,266.43,170.16,132.36,138.57,105.02,235.01,84.22,138.71,91.45,256.67,101.79,264.24,86.66,108.53,109.45,105.09,292.4,299.32,95.92,111.78,121.8,100.2,98.96,108.48,115.4,114.31,107.04,97.61,110.79,261.78,89.55,105.7,117.67,99.07,97.71,0,0,102.13,242.82,132.1,100.38,0,0,0,0,0,0
